评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
这些玩意，要是韩国日本偷去能当国宝供起来拍电影写传记申遗。我们在这方面知识产权严重缺乏，惋惜,2022-02-21 00:30:12,5,评论,这些玩意，要是韩国日本偷去能当国宝供起来拍电影写传记申遗。我们在这方面知识产权严重缺乏，惋惜,0.0012
@可可今天吃土了吗,2022-02-21 00:20:23,4,评论,@可今天吃土了吗,0.1991
我说我行，我的手说他不行,2022-02-21 00:18:53,3,评论,我说我行，我的手说他不行,0.1785
剪刀：失业了,2022-02-21 00:19:04,2,评论,剪刀：失业了,0.4604
迷惑性太强了，过程看起来跟我撕纸玩没什么不同，但结果真的nice,2022-02-21 00:16:17,5,评论,迷惑性太强了，过程看起来跟我撕纸玩没什么不同，但结果真的nice,0.8255
我小学也这样撕纸玩，只是撕的不太好看[doge],2022-02-21 00:14:28,5,评论,我小学也这样撕纸玩，只是撕的不太好看,0.1741
别人撕纸是艺术，我撕纸是老年痴呆,2022-02-21 00:14:24,4,评论,别人撕纸是艺术，我撕纸是老年痴呆,0.0275
我在学前班玩过这个,2022-02-21 00:14:39,5,评论,我在学前班玩过这个,0.6526
这个是真的厉害了！！,2022-02-21 00:10:59,4,评论,这个是真的厉害了！,0.4133
胸有成竹,2022-02-21 00:10:44,4,评论,胸有成竹,0.4995
能用剪刀吗,2022-02-21 00:10:54,4,回复,能用剪刀吗,0.1779
爷爷我给你鼓掌👏👏👏👏👏,2022-02-21 00:06:06,2,评论,爷我给你鼓掌👏,0.911
又是转载自互联网，蹲一蹲原视频[藏狐],2022-02-21 00:04:36,5,评论,又是转载自互联网，蹲一蹲原视频,0.5796
相机转的我好晕啊,2022-02-21 00:02:42,6,评论,相机转的我好晕啊,0.451
旁边旁边还有作品，为什么不展示介绍一下呢？,2022-02-20 23:59:54,6,评论,旁边还有作品，为什么不展示介绍一下呢？,0.1778
我给爷爷鼓掌👏👏👏,2022-02-21 00:01:10,4,评论,我给爷鼓掌👏,0.9641
呜呜好喜欢这个视频，求二拍，还想看撕纸和爷爷,2022-02-21 00:00:30,4,评论,呜好喜欢这个视频，求二拍，还想看撕纸和爷,0.9882
谁能科普一下这玩意儿的历史,2022-02-21 00:00:14,6,评论,谁能科普一下这玩意儿的历史,0.0526
看之前:我要仔细看看，说不定能学一点看之后:好强！！！,2022-02-20 23:59:36,5,评论,看之前:我要仔细看，说不定能学一点看之后:好强！,0.8163
up能告诉这个爷爷有很多人点赞吗？,2022-02-20 23:58:09,3,评论,up能告诉这个爷有很多人点赞吗？,0.6589
说没有鼓掌笑的有点僵直不至于吧，人少在办公室，微笑点头也行呀？,2022-02-20 23:57:58,5,评论,说没有鼓掌笑的有点僵直不至于吧，人少在办公室，微笑点头也行呀？,0.265
手撕肯定难，而且很难做到线条规整。这方面无法和剪的比。,2022-02-20 23:58:12,5,评论,手撕肯定难，而且很难做到线条规整。这方面无法和剪的比。,0.0747
拍的镜头是不是有点拿的太近了？,2022-02-20 23:57:43,6,评论,拍的镜头是不是有点拿的太近了？,0.0621
这次老实说一般，没必要硬吹,2022-02-20 23:57:40,5,评论,这次老实说一般，没必要硬吹,0.0664
那些在说怕小西巴偷走的B友们大可不必那么担心，这手艺小西巴学不会[doge],2022-02-20 23:54:25,5,评论,那些在说怕小西巴偷走的B友们大可不必那么担心，这手艺小西巴学不会,0.5958
年年有余的鲸鱼[doge][doge],2022-02-20 23:53:53,5,评论,年有余的鲸鱼,0.6306
快申遗！偷国在路上了！哦申完了。那没事了,2022-02-20 23:53:40,5,评论,快申遗！偷国在路上了！哦申完了。那没事了,0.8783
看完打卡,2022-02-20 23:52:18,4,评论,看完打卡,0.8548
我撕纸能完美诠释什么叫稀碎,2022-02-20 23:51:13,5,评论,我撕纸能完美诠释什么叫稀碎,0.2514
看到这个撕纸一下就想起了以前撕很厚的纸撕到手指头肉的感觉,2022-02-20 23:50:32,3,评论,看到这个撕纸一下就想起了以前撕很厚的纸撕到手指头肉的感觉,0.1898
不乱加BGM，针不戳,2022-02-20 23:48:13,5,评论,不乱加BGM，针不戳,0.1143
眼睛：这不就轻轻松松吗？手：这是一个级别的吗？眼睛：这不一样吗？手：你行你来呀。,2022-02-20 23:47:41,3,评论,眼睛：这不就轻松吗？手：这是一个级别的吗？眼睛：这不一样吗？手：你行你来呀。,0.0361
好棒,2022-02-20 23:45:51,4,评论,好棒,0.9977
小时候我也经常这么撕家里的红纸，以为是窗花，后来被爸妈打一顿,2022-02-20 23:45:16,4,评论,小时候我也经常这么撕家里的红纸，以为是窗花，后来被爸妈打一顿,0.5115
给手艺人点赞,2022-02-20 23:44:59,5,评论,给手艺人点赞,0.9974
看起来爷爷手抖[哦呼],2022-02-20 23:44:12,5,评论,看起来爷手抖,0.2061
爷爷好强啊！[打call][打call][打call],2022-02-20 23:43:46,5,评论,爷好强啊！,0.9508
天冷了，注意防韩,2022-02-20 23:43:12,5,评论,天冷了，注意防韩,0.3871
刚开始，我:就这？然后，我:？？？,2022-02-20 23:42:28,2,评论,刚开始，我:就这？然后，我:？,0.0753
看爷爷的手指关节就感觉撕纸是下了苦功夫,2022-02-20 23:42:46,3,评论,看爷的手指关节就感觉撕纸是下了苦功夫,0.1242
再申了思密达[doge],2022-02-20 23:40:05,4,评论,再申了思密达,0.1495
幼儿园学过简单撕纸！真的好玩！,2022-02-20 23:38:43,5,评论,幼儿园学过简单撕纸！真的好玩！,0.9035
心中有线，手指为剪,2022-02-20 23:38:35,4,评论,心中有线，手指为剪,0.6016
笑了，在这种视频不夸手艺反而在讨论韩国,2022-02-20 23:38:07,4,评论,笑了，在这种视频不夸手艺反而在讨论韩国,0.1095
提个建议，请问摄像头可以固定吗。感觉一会挪开一会挪开好晕。,2022-02-20 23:38:04,6,评论,提个建议，请问摄像头可以固定吗。感觉一会挪开好晕。,0.1676
我小学的时候和朋友经常玩这个哎，不过我记得我们都是把这个叫做窗花[藏狐],2022-02-20 23:37:35,5,评论,我小学的时候和朋友经常玩这个哎，不过我记得我们都是把这个叫做窗花,0.8819
弹幕别自作多情了，韩国人偷还直接录屏开弹幕？笑死人了,2022-02-20 23:37:21,4,评论,弹幕别自作多情了，韩国人偷还直接录屏开弹幕？笑死人了,0.3529
非遗哪有追星有意思[星星眼],2022-02-21 14:27:45,5,回复,非遗哪有追星有意思,0.175
[给心心]非遗哪有geigei好,2022-02-22 02:28:57,5,回复,非遗哪有gei好,0.4626
回复 @卡缪っ :为什么扯这个，单纯说这件事必须扯粉籍，扯我的爱好？而且我也不喜欢他只是觉得帅，他还是中国的哦,2022-02-22 14:56:37,4,回复,回复 @卡缪っ :为什么扯这个，单纯说这件事必须扯粉籍，扯我的爱好？而且我也不喜欢他只是觉得帅，他还是中国的哦,0.0323
撕？[跪了],2022-02-20 23:37:03,4,评论,撕？,0.0513
up：撕纸14w＋人：卧槽,2022-02-20 23:37:00,5,评论,up：撕纸14w＋人：卧槽,0.0459
没有留指甲的我用剪刀试了试，剪完剪了个“垃圾”,2022-02-20 23:36:11,5,评论,没有留指甲的我用剪刀试了试，剪完剪了个“垃圾”,0.0478
搁日本这不待是个撕纸仙人,2022-02-20 23:35:07,6,评论,搁日本这不待是个撕纸仙人,0.2315
人家撕得跟玩似的，我撕得跟玩似的,2022-02-20 23:35:40,4,评论,人家撕得跟玩似的，我撕得跟玩似的,0.0812
人工碎纸机,2022-02-20 23:34:39,5,评论,人工碎纸机,0.6055
嗯，我是five[酸了],2022-02-20 23:32:59,4,评论,嗯，我是five,0.7581
同样是撕纸，人家撕出来的是金鱼，我撕出来确是，随地扔垃圾罚款五十[捂脸],2022-02-20 23:32:27,6,评论,同样是撕纸，人家撕出来的是金鱼，我撕出来确是，随地扔垃圾罚款五十,0.0083
封面:这是个什么东西[疑惑]看完:我是个什么东西[笑哭],2022-02-20 23:29:53,5,评论,封面:这是个什么东西,0.3425
手:我会了，大脑:你放屁,2022-02-20 23:27:13,5,评论,手:我会了，大脑:你放屁,0.0941
韩国:这是我们的思密达只是我们忘了怎么撕了而已,2022-02-20 23:26:48,5,评论,韩国:这是我们的思密达只是我们忘了怎么撕了而已,0.1218
哇哦！中间是个花诶！好漂亮！老爷子，您能撕出来冰墩墩和雪容融不？,2022-02-20 23:26:35,6,评论,哇哦！中间是个花诶！好漂亮！老爷子，您能撕出来冰墩和雪容融不？,0.9116
封面:这是个什么东西[疑惑]看完:我是个什么东西[笑哭],2022-02-20 23:29:53,5,评论,封面:这是个什么东西,0.3425
手:我会了，大脑:你放屁,2022-02-20 23:27:13,5,评论,手:我会了，大脑:你放屁,0.0941
韩国:这是我们的思密达只是我们忘了怎么撕了而已,2022-02-20 23:26:48,5,评论,韩国:这是我们的思密达只是我们忘了怎么撕了而已,0.1218
哇哦！中间是个花诶！好漂亮！老爷子，您能撕出来冰墩墩和雪容融不？,2022-02-20 23:26:35,6,评论,哇哦！中间是个花诶！好漂亮！老爷子，您能撕出来冰墩和雪容融不？,0.9116
这个没指甲玩不了吧,2022-02-20 23:26:09,4,评论,这个没指甲玩不了吧,0.1698
能不能适当减少镜头的移动呢？看起来略感不适,2022-02-20 23:25:30,5,评论,能不能适当减少镜头的移动呢？看起来略感不适,0.1862
救命！师傅撕的这么随意让我不自量力的觉得我也可以[笑哭][笑哭][笑哭],2022-02-20 23:25:12,4,评论,救命！师傅撕的这么随意让我不自量力的觉得我也可以,0.4453
我有个提议 由于用手撕很费力  有时候一不小心就容易把自己给累死  所以用剪刀✂️代替手指  就叫剪纸怎么样[doge],2022-02-20 23:23:36,5,评论,我有个提议 由于用手撕很费力 有时候一不小心就容易把自己给累死 所以用剪刀✂️代替手指 就叫剪纸怎么样,0.8102
爷爷好厉害！,2022-02-20 23:23:26,4,评论,爷好厉害！,0.8113
“教”,2022-02-20 23:22:59,6,评论,“教”,0.3548
@少无适俗韵后来有了,2022-02-20 23:22:53,5,评论,@少无适俗韵后来有了,0.873
看似随意，实则功夫深厚啊！佩服！,2022-02-20 23:21:07,5,评论,看似随意，实则功夫深厚啊！佩服！,0.7012
小时候还会剪这个。现在不会了。,2022-02-20 23:21:04,5,评论,小时候还会剪这个。现在不会了。,0.616
这个手撕金鱼其实很简单只需要两步：一：脑子里想出金鱼形状；二：手把它撕出来。（别问我会不会，我要会我也申遗[doge]）,2022-02-20 23:19:35,4,评论,这个手撕金鱼其实很简单只需要两步：一：脑子里想出金鱼形状；二：手把它撕出来。（别问我会不会，我要会我也申遗）,0.1964
感觉手很抖,2022-02-20 23:18:22,5,评论,感觉手很抖,0.0466
这个真的是有手就行，可惜我没手[doge],2022-02-20 23:18:11,4,评论,这个真的是有手就行，可惜我没手,0.4669
这得耗费不少年头吧，太厉害了,2022-02-20 23:19:16,5,评论,这得耗费不少年头吧，太厉害了,0.0508
手稳[tv_点赞],2022-02-20 23:18:43,5,评论,手稳,0.9705
我用剪刀都跟不上你这亿点点细节,2022-02-20 23:17:44,5,评论,我用剪刀都跟不上你这亿点细节,0.037
我不禁怀疑难道我不是十根手指？,2022-02-20 23:16:31,6,评论,我不禁怀疑难道我不是十根手指？,0.0133
他搞得让我以为我也可以，啧,2022-02-20 23:13:45,3,评论,他搞得让我以为我也可以，啧,0.2846
眼睛:没看明白手:我也是脑子:我才醒,2022-02-20 23:13:18,5,评论,眼睛:没看明白手:我也是脑子:我才醒,0.0465
这是非遗，是传统文化，传承下来的,2022-02-20 23:13:07,3,评论,这是非遗，是传统文化，传承下来的,0.9425
[热词系列_知识增加]原来撕的都比剪的好是真的,2022-02-20 23:10:23,5,评论,原来撕的都比剪的好是真的,0.6244
就这？换我我能撕一个天女散花[doge],2022-02-20 23:11:26,6,评论,就这？换我能撕一个天女散花,0.067
大脑：我也不会,2022-02-20 23:10:11,2,评论,大脑：我也不会,0.205
西八！这个一定要抢过来思密达！,2022-02-20 23:09:26,5,评论,西八！这个一定要抢过来思密达！,0.3567
在下不才只能给大家表演个浪费纸张[保卫萝卜_哭哭],2022-02-20 23:07:41,5,评论,在下不才只能给大家表演个浪费纸张,0.1462
我在人间凑数那些年,2022-02-20 23:00:32,5,评论,我在人间凑数那些年,0.8021
看好啦，就这样，就这样，就这样，然后就这样,2022-02-20 22:53:43,5,评论,看好啦，就这样，然后就这样,0.2599
一看到这种非遗就害怕被偷国人看见,2022-02-20 22:41:46,5,评论,一看到这种非遗就害怕被偷国人看见,0.2309
厉害,2022-02-20 22:32:41,5,评论,厉害,0.4862
眯眯眼的都TM是神仙啊[笑哭][笑哭][笑哭],2022-02-20 22:24:11,4,评论,眯眼的都TM是神仙啊,0.119
好厉害！,2022-02-20 22:19:16,5,评论,好厉害！,0.8507
韩国思密达连夜学习准备申遗,2022-02-20 22:11:19,5,评论,韩国思密达连夜学习准备申遗,0.3621
好厉害我的天,2022-02-20 22:09:43,5,评论,好厉害我的天,0.8267
下面我给大家手撕一张 期中考试卷[doge],2022-02-20 22:03:31,5,评论,下面我给大家手撕一张 期中考试卷,0.5244
我小时候会撕个双喜字,2022-02-20 21:59:00,5,评论,我小时候会撕个双喜字,0.6791
我有点受不了手和纸摩擦的这个声音，有没有人和我一样[笑哭],2022-02-20 21:58:22,5,评论,我有点受不了手和纸摩擦的这个声音，有没有人和我一样,0.0523
撕纸比剪纸可难吧,2022-02-20 21:48:42,4,评论,撕纸比剪纸可难吧,0.3675
？怎么难了，是没撕过纸吗？,2022-02-20 23:43:56,5,回复,？怎么难了，是没撕过纸吗？,0.0107
下面我给大家手撕一张 期中考试卷[doge],2022-02-20 22:03:31,5,评论,下面我给大家手撕一张 期中考试卷,0.5244
我小时候会撕个双喜字,2022-02-20 21:59:00,5,评论,我小时候会撕个双喜字,0.6791
我有点受不了手和纸摩擦的这个声音，有没有人和我一样[笑哭],2022-02-20 21:58:22,5,评论,我有点受不了手和纸摩擦的这个声音，有没有人和我一样,0.0523
撕纸比剪纸可难吧,2022-02-20 21:48:42,4,评论,撕纸比剪纸可难吧,0.3675
？怎么难了，是没撕过纸吗？,2022-02-20 23:43:56,5,回复,？怎么难了，是没撕过纸吗？,0.0107
我会撕囍,2022-02-20 21:34:02,5,评论,我会撕囍,0.6278
[吃瓜][傲娇][doge][思考][跪了],2022-02-20 21:27:52,5,评论,,0.5667
爱啦爱啦,2022-02-20 21:27:16,4,评论,爱啦,0.6549
【韩国竟然想申遗汉子。结局意想不到-哔哩哔哩】 韩国竟然想申遗汉子。结局意想不到,2022-02-20 21:23:18,3,评论,【韩国竟然想申遗汉子。结局意想不到-哔哩】 韩国竟然想申遗汉子。结局意想不到,0.8082
好厉害，我果然是个废物[笑哭][笑哭],2022-02-20 21:23:09,4,评论,好厉害，我果然是个废物,0.2718
小西八国：在申遗了思密达,2022-02-20 21:13:59,5,评论,小西八国：在申遗了思密达,0.3669
看的时候不知道为什么好担心他撕错，但又希望他能够撕错满足一下我的担心[嗑瓜子],2022-02-20 21:13:17,5,评论,看的时候不知道为什么好担心他撕错，但又希望他能够撕错满足一下我的担心,0.8213
我：这有啥难得，不就是撕纸吗[傲娇]脑子：我不会手：看我干啥，我更不会,2022-02-20 21:09:58,4,评论,我：这有啥难得，不就是撕纸吗脑子：我不会手：看我干啥，我更不会,0.0597
卧槽卧槽,2022-02-20 21:09:40,4,评论,卧槽,0.023
好肥的鱼，可以下锅了[doge][doge],2022-02-20 20:45:42,5,评论,好肥的鱼，可以下锅了,0.7545
这和剪纸有啥区别？,2022-02-20 20:34:51,5,评论,这和剪纸有啥区别？,0.2804
剪子好操控，手撕一下撕坏了呢,2022-02-21 05:06:08,5,回复,剪子好操控，手撕一下撕坏了呢,0.7823
厉害👍,2022-02-20 20:33:31,5,评论,厉害👍,0.574
我小时候也是这样撕[doge]哈哈哈,2022-02-20 20:29:58,5,评论,我小时候也是这样撕哈,0.626
不要表现的好像我也能学会的样子啊🙀,2022-02-20 20:25:02,4,评论,不要表现的好像我也能学会的样子啊🙀,0.4577
6666,2022-02-20 20:23:21,6,评论,6,0.7166
好听，听起来好舒服,2022-02-20 20:19:29,6,评论,好听，听起来好舒服,0.9965
小学那会儿也没少撕呀，咋就没这感觉嘞[汤圆][汤圆],2022-02-20 19:19:29,5,评论,小学那会儿也没少撕呀，咋就没这感觉嘞,0.0883
爷爷，手借我学学😂,2022-02-20 19:11:51,4,评论,爷，手借我学😂,0.4902
不理解，古时候百姓没剪刀吗？虽然不得不承认很厉害，但是为什么能成非遗，古早时期撕纸有这么流行吗？,2022-02-20 19:08:41,4,评论,不理解，古时候百姓没剪刀吗？虽然不得不承认很厉害，但是为什么能成非遗，古早时期撕纸有这么流行吗？,0.0034
[给心心]您知道在古代铁器制品属于奢侈品么？,2022-02-22 02:33:44,5,回复,您知道在古代铁器制品属于奢侈品么？,0.4493
回复 @卡缪っ :所以铁犁牛耕都是贵族在耕地喽[吃瓜],2022-02-22 20:34:45,6,回复,回复 @卡缪っ :所以铁犁牛耕都是贵族在耕地喽,0.8432
回复 @卡缪っ :所以古代人没剪刀的家庭都是是不穿衣服的是吗？,2022-02-22 16:53:40,6,回复,回复 @卡缪っ :所以古代人没剪刀的家庭都是不穿衣服的是吗？,0.0375
为什么撕我[doge],2022-02-20 18:57:38,6,评论,为什么撕我,0.0748
太厉害了[打call][打call][打call],2022-02-20 18:45:33,4,评论,太厉害了,0.2456
撕纸多简单，先这样，在那样，然后这样，最后这样，学会了吗，没学会就算了，我也没学会[doge],2022-02-20 18:28:53,5,评论,撕纸多简单，先这样，在那样，然后这样，最后这样，学会了吗，没学会就算了，我也没学会,0.0999
这鱼身上还有花～,2022-02-20 18:06:53,5,评论,这鱼身上还有花～,0.374
感觉撕纸的作品比剪纸更有特色吧，天然去雕饰。,2022-02-20 18:00:45,5,评论,感觉撕纸的作品比剪纸更有特色吧，天然去雕饰。,0.9066
这次真的是有手都不行了,2022-02-20 17:58:19,6,评论,这次真的是有手都不行了,0.1141
这个声音有点舒服,2022-02-20 17:54:47,5,评论,这个声音有点舒服,0.291
人家叫艺术，我叫老年痴呆[笑哭],2022-02-20 17:14:06,6,评论,人家叫艺术，我叫老年痴呆,0.0544
支持up多整点，传统文化谁不爱看呢[doge],2022-02-20 17:13:41,5,评论,支持up多整点，传统文化谁不爱看呢,0.8973
心中有图,2022-02-20 17:08:49,5,评论,心中有图,0.8665
我连剪纸都费劲。更别说手撕了。,2022-02-20 17:05:00,5,评论,我连剪纸都费劲。更别说手撕了。,0.1035
手中有技，心中有画，艺中有神。,2022-02-20 16:55:13,5,评论,手中有技，心中有画，艺中有神。,0.9456
好厉害!![支持][支持][支持],2022-02-20 16:19:36,4,评论,好厉害!,0.8611
这……不是魔法🪄？,2022-02-20 16:07:34,2,评论,这…不是魔法🪄？,0.0219
一开始，撕纸？我也会！看到最后，我算什么东西，我什么也不会,2022-02-20 15:57:51,5,评论,一开始，撕纸？我也会！看到最后，我算什么东西，我什么也不会,0.0215
手撕和剪刀，没有本质区别。,2022-02-20 15:56:57,5,评论,手撕和剪刀，没有本质区别。,0.3317
第一次知道还有撕纸非遗！,2022-02-20 15:55:20,5,评论,第一次知道还有撕纸非遗！,0.7386
隔壁西八也学不会,2022-02-20 15:38:33,4,评论,隔壁西八也学不会,0.3611
好厉害,2022-02-20 14:59:48,5,评论,好厉害,0.8592
手撕鬼子,2022-02-20 14:28:47,2,评论,手撕鬼子,0.1969
要不来个教程什么的，但是！请简单一点点,2022-02-20 14:26:45,5,评论,要不来个教程什么的，但是！请简单一点,0.1166
西八学不会先申遗再学！,2022-02-20 14:11:50,5,评论,西八学不会先申遗再学！,0.0975
小时候会撕双喜[微笑],2022-02-20 13:01:30,5,评论,小时候会撕双喜,0.5938
厉害👍,2022-02-20 12:53:58,6,评论,厉害👍,0.574
先这样再这样然后就成了[歪嘴],2022-02-20 12:34:15,4,评论,先这样再这样然后就成了,0.0561
小声点，别让川传知道这事,2022-02-20 12:16:55,5,评论,小声点，别让川传知道这事,0.1338
为什么要撕而不是用剪刀剪呢？,2022-02-20 02:25:57,4,评论,为什么要撕而不是用剪刀剪呢？,0.0254
回复 @叔叔我啊真的很 :我觉得应该是撕纸先出现的 毕竟工具是需要发明时间的 剪纸可能更广为人知一点 更方便快捷精确 所以撕纸从某种意义上来讲被淘汰了  但是仍有人继续传承（应该大概吧 我猜的,2022-02-20 15:36:24,5,回复,回复 @叔我啊真的很 :我觉得应该是撕纸先出现的 毕竟工具是需要发明时间的 剪纸可能更广为人知一点 更方便快捷精确 所以撕纸从某种意义上来讲被淘汰了 但是仍有人继续传承（应该大概吧 我猜的,0.6152
剪刀剪就成剪纸了,2022-02-20 12:46:22,5,回复,剪刀剪就成剪纸了,0.5214
回复 @猛男Kitty :啊这，你连砍柴刀都买不起，还有钱买纸撕这个呢？,2022-02-21 09:13:50,5,回复,回复 @猛男Kity :啊这，你连砍柴刀都买不起，还有钱买纸撕这个呢？,0.0236
厉害！！[点赞][点赞],2022-02-19 22:34:01,4,评论,厉害！,0.5724
手好巧,2022-02-19 22:25:15,4,评论,手好巧,0.9646
厉害了，要是我可能哪里就断了,2022-02-19 22:11:04,5,评论,厉害了，要是我可能哪里就断了,0.0995
这双手是真巧啊,2022-02-19 21:17:44,5,评论,这双手是真巧啊,0.6391
好厉害[笑哭][笑哭][笑哭],2022-02-19 20:06:48,4,评论,好厉害,0.8592
。。我的手和纸好像有自己的想法[捂脸],2022-02-19 19:38:02,6,评论,。我的手和纸好像有自己的想法,0.5829
牛!!,2022-02-20 14:14:10,4,回复,牛!,0.8296
好看,2022-02-19 19:32:40,4,评论,好看,0.9825
[点赞][点赞],2022-02-19 15:27:50,6,评论,,0.5667
厉害━━━∑(ﾟ□ﾟ*川━,2022-02-19 15:06:26,4,评论,厉害━∑(ﾟ□ﾟ*川━,0.0786
真厉害 徒手,2022-02-19 13:04:03,5,评论,真厉害 徒手,0.6287
好看,2022-02-19 19:32:40,4,评论,好看,0.9825
[点赞][点赞],2022-02-19 15:27:50,6,评论,,0.5667
厉害━━━∑(ﾟ□ﾟ*川━,2022-02-19 15:06:26,4,评论,厉害━∑(ﾟ□ﾟ*川━,0.0786
真厉害 徒手,2022-02-19 13:04:03,5,评论,真厉害 徒手,0.6287
太棒了，赞一个😍,2022-02-19 12:08:45,3,评论,太棒了，赞一个😍,0.9932
不用剪刀也可以[脸红],2022-02-19 08:41:33,5,评论,不用剪刀也可以,0.8603
