,name,time,content,transmit,comment,praise,emotion_score
790,范紫乔,04-08,长春 0志”在心中 “愿”在行动,0,0,0,0.873
791,解放日报,04-08,已有十多个省市和解放军医疗队、采样检测队来沪增援，感谢逆行者们！记者询问，近日陆续有来自全国各地的医疗队抵达上海，投入到工作当中，能否具体介绍一下他们参与了哪些工作？,3,0,1,0.4409
792,来颗糖可以吗_,04-08,一确诊病例曾到访北京昌平两家餐馆,5,6,21,0.2589
793,东楚晚报,04-08,刚，黄石疾控发布最新疫情防控健康提示！当前，全国新增本土感染者快速增长，多地多点发生聚集性疫情，部分地区社区传播仍未阻断，疫情仍在高位运行，外溢病例及续发疫情多发，防控形势严峻复杂，我市外防输入工作持续加压。为做好当前形势下我市疫情防控，降低疫情输入及传播风险，4月8日，黄石 ​,0,0,1,0.3622
794,天邢者一踏雪寻牛,04-08,南通各市县GDP最终复核，崇川区夺冠！,17,2,270,0.7787
795,昆明消防,04-08,上海现有本土感染者超10万例,1,10,7,0.856
796,天津市总工会,04-08,防控疫情 天津在行动,0,0,0,0.879
797,广州交通电台,04-08,广州花都暂停现场祭扫刚，,0,0,0,0.7341
798,祝四通一达早日倒闭,04-08,五大行回应因疫情不能按时还房贷问题,0,1,3,0.058
799,泉州消防,04-08,高校宿舍防火防疫指南,2,3,6,0.692
801,厦门卫视,04-08,厦门报告新增本土确诊病例1例,0,0,1,0.8886
802,东方网,04-08,樊嘉：感谢方舱的病人对医护人员的理解和支持,2,1,6,0.9868
803,岳阳共青团,04-08,沈阳 “大白”帮封控楼主人喂狗，好几天没看到狗影，家已经被拆得差不多了…,0,0,1,0.3664
804,知道吗o,04-08,怎么买菜？,0,0,3,0.0364
805,阆中飞帅,04-08,紧急提醒‖阆中人一定要看，多趟列车暂时停运，买了票的赶紧免费退票,0,0,2,0.4249
806,黄山市人民政府发布,04-08,疫情防控,0,1,2,0.3158
807,认真少女Notime,04-08,南昌疫情,0,2,13,0.5843
809,我爱风雨停,04-08,抗击疫情,1,0,1,0.2986
810,黄山市人民政府发布,04-08,疫情防控,1,0,0,0.3158
811,香港金融街,04-08,今年首季MPF挫逾6%兩年最差 人均蝕1.6萬,0,1,2,0.0114
812,和平主义狂想论,04-08,成都疫情,0,0,3,0.6816
814,張咩咩apr,04-08,最近天气越来越好了！,0,3,5,0.9673
815,Never张祥恒,04-08,天气真好💕,0,0,9,0.9819
816,粉笔罗成兴,04-08,五大行回应因疫情不能按时还房贷问题,0,5,8,0.058
817,是颗蜜糖呀,04-08,真的救命了廊坊能不能把快递通了 猫粮进不来 猫都要饿死了,0,12,10,0.0287
818,naomi815,04-08,替上海朋友说一句,2,0,5,0.5835
819,黄龙检察,04-08,上海新增本土确诊824例无症状20398例,0,12,6,0.6641
820,不瘦到85斤不换名嘞,04-08,9号就是在隔离宾馆待一个月了,0,0,2,0.4497
821,沈阳智障维修中心,04-08,见亮了！,0,0,3,0.4906
822,我正沉入一代人的海,04-08,渝康码下面有这一排黄色的字进不了高铁站吗？连续两天都做了核酸都是阴性，要怎么消掉这一排黄色的字呢？可以申诉吗？,0,45,6,0.0277
825,连云港市海州区法院,04-08,疫情当前 警察不退,0,0,0,0.0838
826,山西新闻网,04-08,在山西,0,0,0,0.689
827,芋圆重新去钟离郡遛狗,04-08,芋圆儿分享近日,0,0,2,0.7683
828,非匿名邮差,04-08,上学期走的时候，彼此都说答辩时再见，不久就会再见,0,1,2,0.1469
830,浪个哩个蕾_,04-08,所有的计划又变成等疫情结束,0,0,3,0.4103
831,三秦青年,04-08,陕西（商洛）新增1例本土确诊病例,0,1,2,0.6959
833,这里是儋州,04-08,海南疫情,0,0,2,0.565
834,成都共青团,04-08,"疫情防控,成都在行动",2,0,7,0.8427
835,害就叫这个吧97,04-08,宠物不该沦为疫情的牺牲品,1,1,6,0.0163
836,蓬溪发布,04-08,蓬溪县应对新型冠状病毒感染肺炎疫情,0,1,2,0.1432
837,Jacki3ee,04-08,宠物不该沦为疫情的牺牲品,0,0,5,0.0163
838,吴姗Ms,04-08,等疫情结束去趟西藏吧,119,117,132,0.3419
839,淮南大余,04-08,淮南疫情,0,0,0,0.5435
840,Dangtaotao,04-08,4月8日，周五，晴,0,1,3,0.7193
841,东南早报,04-08,泉州疫情最新情况,0,0,0,0.6398
842,湛江开发区官博,04-08,我区主要领导率队调研疫情防控工作,1,0,0,0.5116
843,时光机lan,04-08,上海疫情,1,5,10,0.632
844,上海攻略君,04-08,多架次运-20大型运输机降落在上海虹桥机场，支援上海疫情防控工作！我们大上海一定能战胜此次疫情！💪上海加油！,4,1,9,0.9827
845,抚顺妇女,04-08,喜迎二十大 辽宁在行动,0,0,2,0.8562
846,锦绣潇湘-文旅湖南,04-08,湖南旅游,6,2,6,0.6398
847,直女下海,04-08,上海新增本土确诊824例无症状20398例,2,0,6,0.6641
848,翟文帆-Orange,04-08,西安疫情,0,1,2,0.6832
850,今日建德,04-08,杭州出台硬核措施,0,0,1,0.5618
851,星空下的Fish-,04-08,五大行回应因疫情不能按时还房贷问题,0,2,11,0.058
852,吉林乌拉圈,04-08,长春3人明知被感染仍经营超市,0,2,8,0.1499
853,快点温州APP,04-08,聚焦202温州两会,1,0,1,0.7459
854,lorryqueen,04-08,南通大学疫情,1,1,33,0.4166
855,不认真,04-08,郑州无疫情夏日图鉴,0,0,2,0.4846
857,辛玥Cynthia,04-08,最近。,0,2,3,0.6101
858,别叫她不早睡,04-08,上海疫情,1,1,3,0.632
859,香港金融街,04-08,投資者連環沽貨止賺離場,0,1,1,0.6105
860,大牛哥runner,04-08,今天嘉兴市南湖区全员核酸检测,0,0,1,0.4403
861,DT财经,04-08,干货！疫情防控中的工资、房贷、房租等12个法律事项！你一定要知道！ ​,1,0,0,0.5914
862,佳妃没有猫mua,04-08,这波新冠疫情还要持续多久,0,1,2,0.0545
863,范炜,04-08,疫情,0,0,3,0.3859
864,曼走庄园,04-08,宠物不该沦为疫情的牺牲品,0,0,0,0.0163
865,悦悦lei,04-08,河北疫情管理一刀切,1,7,21,0.4866
866,青岛公安,04-08,我为群众办实事,2,0,1,0.2359
867,都市晨报,04-08,重点关注,1,0,1,0.8058
868,抚顺妇女,04-08,沈阳市新冠肺炎疫情防控指挥部通告（第47号）为更好地统筹做好疫情防控和经济社会发展，保证春耕生产全面有序开展，在沈阳市新冠肺炎疫情防控指挥部第39号、第4号通告的基础上，根据各地区疫情防控形势，现就调整部分涉农地区疫情防控措施有关事项通告如下：,0,0,1,0.9291
869,陇南武都发布,04-08,兰州90后村支书抗疫四部曲,1,0,2,0.8778
872,-甜惠小羊,04-08,求快点解封吧,0,3,8,0.5069
873,吉视守望都市,04-08,陕西援吉检测及采样队完成采样量16万人次截至4月5日，这支由陕西省315名医务工作者组成的陕西省援吉核酸检测及采样队已经完成16万人次的核酸采样、4万管的核酸样本检测。他们正以精准的检测结果和高效的采样效率，助力吉林打赢疫情防控大仗硬仗。,0,1,2,0.4351
875,GAGAo3o,04-08,还是会被烦到,0,2,5,0.1261
876,阳泉市文化和旅游局,04-08,关王庙景区临时关停通知,0,1,1,0.1546
877,抚州资溪发布,04-08,贯彻“八扬八治 ”深化作风建设嵩市镇：加强24小时值班值守 切实筑牢疫情防控防线,7,5,9,0.2099
878,微博商丘,04-08,永城市关于划定新冠肺炎疫情防控中风险区的通告,0,5,0,0.7528
879,岳阳共青团,04-08,他是一名来自连云港的货车司机，,0,0,0,0.3116
880,南京浦口城管,04-08,垃圾分类近日，浦口永宁街道城管中队成立临时检查小组，针对各村（社区）垃圾亭（房）内四色垃圾桶设置情况、消杀情况、生活垃圾混装情况等进行专项检查，责令责任单位迅速进行整改落实，并检查消杀记录及相关照片等工作台账，确保统筹做好疫情防控和垃圾分类工作。（拟稿：陈健 审核：龚伟 发布： ​,1,1,1,0.0098
881,阿凯的脑洞,04-08,3月中旬我这边开始封城，隔离19天后解封，由此开了这个脑洞。,1,1,1,0.6626
882,山西卫视,04-08,山西运城公布6例阳性感染者活动轨迹,1,0,0,0.7995
883,券商投资笔记,04-08,今天这波拉升给我的感觉，应该是有国家队入场扫货了，扫的都是新基建相关的。TMT，芯片，光伏，软件这些。今年上海疫情影响全年5.5GDP完成难度很大。疫情过去以后要加大投资和消费，因为出口外贸肯定起不来的。那么投资这块，就是老基建+新基建。老基建房地产这块应该不会作为主要发力点，所以新基金可 ​,2,2,5,0.8016
884,仙岛食光记,04-08,云尚岱山,1,0,1,0.6105
885,熊boomboom子,04-08,加了外公家的楼栋群帮买菜，这楼组长也挺不负责的，楼里居民问题，回答都是打居委会电话。刚才我外公因为药吃光了想买药，打电话给居委会没人接，他再到居委会去找人，结果发现电话响了居委会的人都不接。,1,0,1,0.0077
886,Moonquakes荔枝,04-08,武汉解封两周年,0,1,22,0.8495
887,EJieee-,04-08,有没有一种可能,0,2,9,0.2213
888,MYuzzzzz,04-08,上海大白当街拍死小柯基,1,0,2,0.0539
889,柳州公安,04-08,疫情当前 警察不退,0,0,2,0.0838
891,东野先生的信箱,04-08,等疫情结束去趟西藏吧,117,0,135,0.3419
892,LOL英雄联盟视频,04-08,韩网热议“LPL不参加MSI”:LPL不来，冠军没含金量！,0,5,16,0.0324
893,上海天气通--风云气象汇,04-08,团购导致疫情问题，将负责人，那些团购赚了十几二三十几万的人需要警惕了，再下去怕事上海的房子都要被那群团购的炒上去了，短一周多听说有人到手30w以上，怎么不去抢银行啊 ​,2,8,36,0.0124
895,香港金融街,04-08,私樓首兩月落成量錄7312伙,0,0,0,0.6235
896,皮皮碎冰冰o,04-08,沈阳疫情,0,11,4,0.6278
897,没头脑有时候真的有头脑,04-08,我恨！我好想去看电影啊，这该死的疫情夺走了我百分之九十的快乐 ​,0,7,9,0.9734
898,文明江西,04-08,赣沪同心共战疫情,8,0,2,0.2631
899,南国都市报,04-08,守沪日记,0,0,0,0.654
900,甘肃日报,04-08,甘肃迎战奥密克戎,0,0,0,0.632
901,南昌广播电视台,04-08,保供应：全市蔬菜肉类供应充足价格稳定,0,0,1,0.9818
902,京都之間,04-08,疫情下的京都樱花季,2,1,8,0.3151
904,昊兔子,04-08,直击上海战疫：停下来的城市，是他们在守沪,0,0,1,0.9646
905,吴尚源冷月轩,04-08,疫情时期～在闽南民俗信仰中的医生，你知道吗？,1,3,4,0.4471
907,许开祯,04-08,不管是互联网大厂裁员，还是疫情中的感染，甚至贪官被抓，太多人的思维仍然是，这事轮不到我，我不会的，不会是我。我们总是在一种侥幸心理下安慰自己，总觉得各种不幸离自己很远，那不过是别人的事，顶多表示一下同情就行。终于某天，事情砸到自己头上，于是傻眼了，于是愤怒了，于是恐惧了，于是 ​,14,10,62,0.1206
908,圈圈挖掘机,04-08,宠物不该沦为疫情的牺牲品,0,0,2,0.0163
909,首都健康,04-08,北京4月7日新增9例本土确诊病例和1例本土无症状感染者 治愈出院3例,77,166,836,0.9731
910,山东教育电视台,04-08,潍坊科技学院：教师坚守一线 服务科研不停歇面对突如其来的疫情，潍坊科技学院全面开展线上教学，这对科研工作的正常运转带来巨大挑战，潍坊科技学院贾思勰农学院教师在严格落实疫情防控要求的同时，坚守科研一线，保障科研工作不停歇。,0,0,0,0.9878
912,平安天津,04-08,我为群众办实事,42,2,12,0.2359
913,南昌发布,04-08,南昌战疫日记,19,11,12,0.7614
914,汉中发布,04-08,关注汉中,2,1,3,0.8965
915,站长爱申论,04-08,公益模考通知,39,28,139,0.8913
916,中国日报,04-08,北京：,11,11,52,0.8368
918,辽宁综合广播,04-08,202年4月7日0时至24时葫芦岛新型冠状病毒肺炎疫情况,0,0,0,0.1863
919,鞍山发布,04-08,战“疫”普法小课堂（3）,1,0,0,0.5024
920,全球时事热点解读,04-08,一分钟知天下事202年4月8日 星期五 农历三月初八,0,0,0,0.8476
921,新浪山西,04-08,抗击疫情山西在行动,1,0,14,0.7969
922,中国交通,04-08,您出行我守护,0,9,14,0.9673
923,健康成都官微,04-08,疫情防控,19,13,47,0.3158
924,中新浙里,04-08,浙江象山：县域对外交通道按照防疫管控要求车辆只进不出4月8日，据浙江省宁波市象山县新型冠状病毒感染的肺炎疫情防控工作领导小组消息，202年4月8日0:0-24:0，浙江省宁波市象山县域对外交通道按照防疫管控要求允许车辆进入，实行只进不出。仅保留戴港高速口作为标本送检、医疗急救、防疫物 ​,1,5,16,0.1433
927,中国警察网,04-08,疫情当前 警察不退,16,4,32,0.0838
928,云南发布,04-08,加强疫情防控 云南在行动,14,0,20,0.5213
929,沈阳晚报,04-08,辽宁阜新解除封控区、管控区 有序恢复公共场所活动据央视新闻 4月7日，辽宁阜新市新冠肺炎疫情防控指挥部发布《关于有序恢复公共场所经营活动的通告》：阜新市疫情防控工作取得了阶段性成果，全面实现病例清零，所有封控区、管控区已解除封控管理。为统筹经济发展和疫情防控工作，经市新冠肺炎疫 ​,13,1,13,0.9529
930,头条新闻,04-08,上海市纪委监委通报2起疫情防控不力典型问题，2人被免职据廉洁上海微信公众号消息：1、上海机场集团下属虹桥公司消防急救保障部原党委副书记、总经理李水飞在疫情防控中不担当、不作为问题。李水飞在3月24日紧急转送一名机场委外单位新冠肺炎核酸检测阳性员工过程中，消极推诿、缺乏担当，导致转运 ​,131,566,5144,0.0048
931,四川职业技术学院,04-08,川职·影视,5,4,11,0.744
935,中国新闻周刊,04-08,北京：4月6日在,4,4,8,0.76
936,人民网海南视窗,04-08,海南疫情防控,0,0,1,0.4816
937,华尔街见闻APP,04-08,华尔街见闻早餐FM-Radio①纳指惊险转涨，俄股市扭转两连阴，卢布盘中涨近7%，美元续创近两年新高，美天然气创208年来新高，布油一度跌破10美元②孙春兰在沪调研指导疫情防控工作，要求增强紧迫感责任感，紧盯封控、流调、转运等重点环节③六部门：“十四五”严控炼油、磷铵、电石、黄磷等行业新 ​,14,5,32,0.9326
938,江西你好,04-08,江西援吉医疗队为生命站岗,240,13,32,0.5478
943,倾泠月,04-08,这几天气很好，天蓝得很漂亮～,0,19,70,0.9856
944,霍小兵,04-08,路透社记者：考虑到现在中国的疫情况，中方是否在考虑批准外国疫苗在华使用？,27,32,77,0.0134
946,海口日报,04-08,海南防控新型冠状病毒,0,0,1,0.3341
947,新闻晨报,04-08,上海市网信办：关于进一步查处网络圈群造谣行为的公告当前我市疫情防控形势严峻复杂，守护人民生命健康、守护城市安全运行已经到了重要关头。上海市互联网信息办公室连日来接到许多市民反映，在社交媒体特别是微信圈群中，有人大肆制造、发布、传播有关我市新冠肺炎防控工作的谣言和不实信息，希望 ​,246,342,488,0.8291
948,光明日报,04-08,疫情阻击动态,7,51,83,0.7834
950,第一新闻,04-08,商洛商州区4月7日起取消堂食4月7日商洛商州区发布紧急通告，日前商州区发现一名返商人员新冠肺炎核酸初筛阳性。为减少人员聚集，严防疫情传播扩散，商州区新冠肺炎疫情防控应急指挥部研究决定，从4月7日16时起，在全区范围内停止各类经营性宾馆饭店、餐厅、单位食堂食，所有夜市、KTV、美容院、 ​,20,100,269,0.0368
951,蔡文姬,04-08,等疫情结束后去趟成都吧,120,1,120,0.4929
952,津云,04-08,江浙将为上海提供6万间隔离房,1,5,14,0.7828
954,o尛茗銅學o,04-08,沈阳疫情,0,33,30,0.6278
955,富平检察,04-08,两人刻意隐瞒行程被杭州警方立案调查,5,9,8,0.025
956,新荣零距离,04-08,山西号召全省广大退役军人和退役军人志愿服务队积极参与,1,0,0,0.9454
957,长三角铁路,04-08,上铁出行常识,15,1,2,0.2661
958,财联社APP,04-08,财联社4月8日早报（周五）①美股小幅收涨，热门中概股多数下跌②外交部：中方对美众议长佩洛西拟率团窜访台湾提出严正交涉③特斯拉召回超12万辆Model 3④疫情之中房贷可以延期还吗？多家银.,2,4,14,0.0388
959,安徽人不知道的那点事儿,04-08,安徽高校N轮核酸进行中,11,21,4,0.6471
960,大江晚报,04-08,4月8日芜湖市报告新冠肺炎疫情况,1,4,2,0.3325
961,商界BUSINESS,04-08,超实用！,7,1,1,0.9898
962,湛泸剑,04-08,哈尔滨疫情,1,0,5,0.3725
965,重庆晨报,04-08,『重庆发生ing』早安，这座城的早晨都由一条微博和两条大江开启。重庆正在发生：1、重庆调整202年上半年人事考试考生疫情防控要求；2、“渝畅行”AP电子发票功能即将上线；3、晨间天气丨中心城区多云，16℃左右。更多新闻请扫下方二维码，关注上游新闻客户端,0,0,0,0.7174
966,中国经济网,04-08,五大行回应受疫情影响不能按时还贷,1,0,1,0.0571
967,六国虹,04-08,在203年“非典”疫情蔓延期间，我正在上海出差，上海的朋友们并没有因为我是从疫情源地广东过去的而避见。,4,5,12,0.8781
968,冲浪男孩钻钻子,04-08,等疫情结束后去趟成都吧,144,0,145,0.4929
969,广东政法,04-08,广州白云通报2名封控区人员核酸阳性广州市白云区新冠肺炎疫情防控指挥部4月7日晚通报：202年4月6日，白云区在大源街封控区例行核酸检测中发现2例阳性检测者，均为4月2日报告省外来穗货车司机病例封控区的管控人员。有关情况通报如下：,4,0,4,0.097
970,北京头条,04-08,北京疫情,1,2,8,0.7267
972,燕赵都市报,04-08,邢台,2,2,4,0.57
973,云南网,04-08,抗击疫情 云南在行动,1,0,0,0.7175
976,北京广播,04-08,抗击新型肺炎北京在行动,0,0,2,0.8099
978,浙江之声,04-08,温州平阳部分学校今天起开始有序复课,0,0,0,0.8519
979,澳大利亚SBS广播公司,04-08,SBS早新闻（4月8日）大家早上好俄罗斯被暂停联合国人权理事会成员资格；美国任命首位黑人女性最高法院法官；有建议呼吁成立皇家委员会审查新冠疫情处理；,0,1,6,0.0101
981,浙江之声,04-08,宁波象山最新通告：只进不出,0,0,0,0.406
986,云南省人民政府网,04-08,云南疫情最新通报,2,0,1,0.7023
987,人民日报数字传播,04-08,感谢有你，“大白”无数医护人员、志愿者…身着防护服，坚守疫情防控一线。风雨中的“大白”力量，是最动人的模样。,10,6,14,0.9867
988,吖来份海蛎煎,04-08,宠物不该沦为疫情的牺牲品,4,18,164,0.0163
990,生活日报,04-08,再次降级！,0,0,2,0.6188
991,浙样红TV,04-08,杭州关闭部分高速公路收费站出口为全力做好杭州市新型冠状病毒感染的肺炎疫情防控工作，依据《中华人民共和国传染病防治法》《中华人民共和国突发事件应对法》的有关规定，经研究决定从,1,0,3,0.6796
992,浙江日报,04-08,宁波鄞州区新增1例新冠病毒肺炎确诊病例，“三区”范围划定宁波市鄞州区新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通报，202年4月8日凌晨，鄞州区报告1例新冠病毒肺炎确诊病例。该病例目前居住于鄞州区东胜街道东郊路80弄，14天内无市外旅居史。目前，该病例已闭环转运至定点医院隔离治疗 ​,2,1,3,0.9901
993,天津市人民检察院,04-08,防控疫情 天津在行动,0,7,9,0.879
994,沿江检察,04-08,当心！骗子蹭“流调”电话,6,5,16,0.0185
996,8099999,04-08,加强疫情防控 云南在行动,0,0,0,0.5213
997,天津市人民检察院,04-08,防控疫情 天津在行动,0,6,6,0.879
998,桃小枝枝枝,04-08,宁波疫情,1,17,11,0.677
999,语文阅刊,04-08,辛苦了！,0,0,8,0.8941
1000,生活日报,04-08,4月7日山东新冠肺炎疫情况,0,0,1,0.6437
1001,菏泽市人民检察院,04-08,菏检播报,18,43,75,0.3505
1002,湛泸剑,04-08,济南疫情,0,2,3,0.7108
1003,醉合肥,04-08,合肥疫情,0,0,1,0.447
1005,徐州同城会,04-08,云龙区关于开展重点区域重点人群核酸检测的通告,2,4,6,0.8085
1006,我觉得黄小球很棒,04-08,𝟰.𝟳,0,14,13,0.6105
1007,延边发布,04-08,延边州关于新型冠状病毒肺炎疫情的通报4月7日0-24时，延边州无新增本地确诊病例；无新增无症状感染者。解除医学隔离无症状感染者3例。自3月1日以来，累计报告确诊病例17例（轻型107例、普通型8例、重型1例、危重型1例）、无症状感染者80例。累计治愈出院确诊病例109例、解除医学隔离无症状感染者7 ​,1,0,2,0.3897
1008,深圳小天,04-08,疫情，爆发，缺…缺屠夫…好眼熟,31,121,970,0.043
1010,小李哥在英国,04-08,Omicron的两个变种亚株造成英国1月和3月的感染高峰,0,0,2,0.136
1011,安徽商报,04-08,关于蜀山区小庙镇西城梅苑工地发生疫情追究相关人员责任的通报经公安机关调查，4月6日筛查发现的蜀山区小庙镇无症状感染者舒某，其工作地西城梅苑安置点工地承建方中国建筑第六工程局有限公司执行经理陆某未严格履行疫情防控主体责任；施工劳务单位涡阳县恒泰水利建设工程有限公司负责人王某违 ​,0,1,1,0.003
1013,合肥月老蜀黍,04-08,互动问题,3,55,40,0.3751
1017,苏州公安,04-08,苏州战疫,3,0,14,0.8045
1018,Uchiha·itachi·,04-08,宠物不该沦为疫情的牺牲品,1,33,55,0.0163
1019,嘉兴咖啡爸爸,04-08,嘉兴身边事,6,6,4,0.5607
1020,锦州三合君,04-08,锦州爆料,6,30,30,0.1924
1021,风的节奏吹,04-07,上海疫情,1,10,13,0.632
1022,上海流浪天使救助行动,04-07,居委会回应柯基被拖路边处理,2,1,8,0.015
1023,北京青年报,04-07,北京海淀新增2名新冠感染者,39,141,263,0.958
1024,张允晨,04-07,假如疫情明天结束了,4160,2151,25358,0.7654
1026,添喜lucklily,04-07,疫情无情人有情，来了杭州就是杭州人！钱塘城管白杨执法队为在停车场进行防疫检查的各地货运司机免费送上爱心翕饭实在是太感人了！,0,0,6,0.9308
1027,汕头楼事,04-07,疫情结束来趟汕头吧,0,1,7,0.3972
1028,emilie小雪,04-07,2月末做的最明智的两个决定：,5,69,241,0.813
1029,铜陵城事,04-07,关于铜陵解除部分区域封控管控措施的通告,0,0,154,0.5135
1030,xiao可爱-胖丁aNd唐唐,04-07,宠物不该沦为疫情的牺牲品,0,0,9,0.0163
1031,付亮的竞争情报应用,04-07,上海、长春这次奥密克戎疫情为什么这么凶？为什么江苏、浙江、广州、哈尔滨几次出现疫情，都很快就灭掉了，大连、泉州疫情也没形成规模。你会发现有一个共同点？,6,7,26,0.0429
1032,Carrrlotta,04-07,LIFE HOUSE 01 | 我在上海的出租屋,0,0,1,0.6196
1035,厦门广电,04-07,全力守“沪” 厦门来了！,58,90,1383,0.6817
